HD20_vs_CTR,HD18_vs_CTR,HD17_vs_CTR,HD_vs_CTR,HD20_vs_HD19
,,ATP10A,,
,,ATP10D,,
,,ZNF248,,
,,TP73-AS1,,
,,SPRYD7,,
,,VANGL2,,
,,ARFGEF3,,
,,SMAGP,,
,,ZNF630,,
,,PTCH1,,
,,PTGDR,,
,,PTGDS,,
,,PTGER2,,
,,RCN3,,
,,ZNF286A,,
,,SENP7,,
,,PTGFR,,
,,MRS2,,
,,RHOJ,,
,,PTGIR,,
,,CLK4,,
,,DHFRP1,,
,,S100A14,,
,,DUSP5P1,,
,,NMRAL1,,
,,SLC24A3,,
,,PTGS1,,
,,PTGS2,,
,,PTHLH,,
,,NDRG2,,
,,PLEKHG5,,
,,PTH1R,,
,,TENM2,,
,,TMCC3,,
,,AMIGO1,,
,,STRIP2,,
,,ZNF490,,
,,PLEKHH1,,
,,GRAMD1B,,
,,USP31,,
,,PLEKHG1,,
,,KIAA1211,,
,,RNF150,,
,,AHRR,,
,,RIMKLB,,
,,KIDINS220,,
,,NLGN4X,,
,,ZNF608,,
,,MTUS1,,
,,COG6,,
,,GPR158,,
,,STARD9,,
,,HECW2,,
,,SRGAP1,,
,,CASKIN1,,
,,CGN,,
,,WDR35,,
,,PTK7,,
,,NCEH1,,
,,MICAL3,,
,,SEMA6A,,
,,STAMBPL1,,
,,CEP126,,
,,SIPA1L2,,
,,PTMA,,
,,ZNF471,,
,,PCDH10,,
,,CCDC191,,
,,FAM135A,,
,,PREX1,,
,,ARHGAP21,,
,,CRAMP1,,
,,SYT13,,
,,PTMAP2,,
,,PDZD4,,
,,BEGAIN,,
,,JCAD,,
,,TSHZ3,,
,,STIM2,,
,,LRCH2,,
,,CCDC146,,
,,PTN,,
,,POGK,,
,,PHF12,,
,,UVSSA,,
,,HCN3,,
,,EPB41L5,,
,,KIAA1549,,
,,ZFP14,,
,,QSOX1,,
,,VAT1L,,
,,ZSWIM6,,
,,TNRC6C,,
,,USP37,,
,,DDX55,,
,,FANCM,,
,,SHTN1,,
,,ADGRB3,,
,,TLDC1,,
,,SLC7A14,,
,,SEMA4G,,
,,PCDHB16,,
,,PPP4R4,,
,,ANO8,,
,,ANKRD36B,,
,,PTPN3,,
,,SCUBE2,,
,,TRIB3,,
,,RBAK,,
,,BRINP2,,
,,BAK1,,
,,POLD4,,
,,CCDC181,,
,,RAP2C,,
,,CATSPERG,,
,,ZP4,,
,,CYP4F11,,
,,SLC4A5,,
,,PTPRB,,
,,NKX3-2,,
,,PTPRCAP,,
,,PTPRG,,
,,PTPRJ,,
,,PTPRN,,
,,PTPRN2,,
,,BARD1,,
,,PTPRR,,
,,PTPRS,,
,,PTPRZ1,,
,,PVR,,
,,WFDC1,,
,,NECTIN2,,
,,ABCD4,,
,,BBS2,,
,,PYCR1,,
,,ALDH18A1,,
,,PYGL,,
,,PYGM,,
,,SQOR,,
,,PLEKHB1,,
,,SRPRB,,
,,TRAPPC1,,
,,CREBZF,,
,,PCTP,,
,,JAM2,,
,,LY6G5B,,
,,MYL7,,
,,ZNF462,,
,,OSTC,,
,,KMT2C,,
,,MID1IP1,,
,,BCAT1,,
,,RAB3B,,
,,RAB3IL1,,
,,RAC2,,
,,RAD52,,
,,TMEM8A,,
,,RALB,,
,,RAP1A,,
,,RAP1AP,,
,,RAP1B,,
,,RAP1GAP,,
,,RARA,,
,,RARB,,
,,RARRES2,,
,,RASA2,,
,,RASGRF2,,
,,ARID4A,,
,,HIVEP3,,
,,EVA1C,,
,,TLNRD1,,
,,NTN4,,
,,RBBP4,,
,,CACNG7,,
,,RBBP6,,
,,RBBP7,,
,,RBL1,,
,,TRPV4,,
,,RXFP1,,
,,LGR6,,
,,TMEM35A,,
,,RBMS1P1,,
,,HAS2-AS1,,
,,RBP4,,
,,RDX,,
,,RELB,,
,,REV3L,,
,,RFX3,,
,,RFX4,,
,,RFX5,,
,,RGR,,
,,RGS4,,
,,ACTB,,
,,BAK1P1,,
,,RGS10,,
,,RGS12,,
,,RGS16,,
,,RHEB,,
,,RLN1,,
,,RLBP1,,
,,RLN2,,
,,BCL3,,
,,C12orf10,,
,,AVPI1,,
,,RNASE4,,
,,RNASEL,,
,,SNORA63,,
,,SNORA62,,
,,BACH2,,
,,APOBEC3G,,
,,RNH1,,
,,RNPEP,,
,,LDAH,,
,,KCNK15,,
,,ATG101,,
,,GAS5,,
,,PAPPA2,,
,,CELF5,,
,,FKBP10,,
,,BCL9,,
,,SNORA73A,,
,,ROBO2,,
,,ROM1,,
,,ROS1,,
,,HCN2,,
,,RP1,,
,,RPE65,,
,,RPL3,,
,,RPL4,,
,,RPL5,,
,,RPL9P7,,
,,RPL6,,
,,BCR,,
,,RPL7A,,
,,NPIPB13,,
,,RPL8,,
,,LOC613206,,
,,LOC613266,,
,,RPL10,,
,,RPL11,,
,,RPL13,,
,,RPL15,,
,,RPL17,,
,,RPL18,,
,,RPL18A,,
,,RPL19,,
,,RPL23A,,
,,MRPL23,,
,,RPL24,,
,,RPL26,,
,,RPL27,,
,,RPL30,,
,,RPL28,,
,,RPL29,,
,,RPL31,,
,,RPL32,,
,,RPL34,,
,,RPL35A,,
,,RPL36AL,,
,,RPL37,,
,,RPL38,,
,,RPL41,,
,,RPL41P5,,
,,RPL36A,,
,,RPL7P1,,
,,RPLP0,,
,,RPLP1,,
,,RPLP2,,
,,MRPL12,,
,,MRPS12,,
,,RPN1,,
,,RPS2,,
,,RPS3,,
,,RPS3A,,
,,RPS4X,,
,,SERINC4,,
,,SCART1,,
,,ZNF704,,
,,RPS5,,
,,RPS6,,
,,FAM85A,,
,,RPS26P7,,
,,SPANXA2-OT1,,
,,SSBP3-AS1,,
,,SNORD95,,
,,SNORD96A,,
,,RPS6KA3,,
,,RPS6KB2,,
,,ACTBP2,,
,,RPS7,,
,,RPS8,,
,,RPS9,,
,,RPS11,,
,,RPS12,,
,,RPS13,,
,,RPS14,,
,,RPS15A,,
,,RPS16,,
,,RPS17,,
,,RPS17P2,,
,,RPS18,,
,,RPS20,,
,,RPS21,,
,,RPS24,,
,,BDKRB1,,
,,RPS26,,
,,RPS28,,
,,RRAD,,
,,RRAS,,
,,RRBP1,,
,,BDKRB2,,
,,RTN1,,
,,RTN2,,
,,SORT1,,
,,S100A3,,
,,S100A11,,
,,SALL2,,
,,SALL1,,
,,SARS,,
,,SLC22A23,,
,,BFSP1,,
,,SCN1A,,
,,SCN2B,,
,,SCN3A,,
,,BGN,,
,,SCN9A,,
,,SCNN1D,,
,,CCL2,,
,,BHMT,,
,,CCL5,,
,,BICD1,,
,,SRR,,
,,SDC4,,
,,ABHD4,,
,,MRPL17,,
,,PKNOX2,,
,,PIEZO2,,
,,SH2D4A,,
,,PRDM1,,
,,SDHB,,
,,FAM111A,,
,,MANBAL,,
,,NAPB,,
,,LINC01590,,
,,TNN,,
,,FAM217B,,
,,GPSM3,,
,,DMRTA2,,
,,SEC13,,
,,CLSPN,,
,,NEUROG2,,
,,PRDM16,,
,,PRDM15,,
,,SELL,,
,,SEMA3F,,
,,RBM26,,
,,PERP,,
,,NPAS3,,
,,LHPP,,
,,SLC28A3,,
,,RBKS,,
,,CLSTN2,,
,,SNX16,,
,,SMOC1,,
,,EPB41L4A,,
,,PARVG,,
,,BLM,,
,,LRRC4,,
,,CENPK,,
,,MAGEF1,,
,,VSIR,,
,,XYLT2,,
,,ZNF674,,
,,ACOT1,,
,,SELENOP,,
,,DIO3OS,,
,,ERAP2,,
,,ECSCR,,
,,P3H1,,
,,SEPT7P2,,
,,IRF2BPL,,
,,SFPQ,,
,,SEMA4A,,
,,PJA1,,
,,STRA6,,
,,SFRP2,,
,,PDLIM2,,
,,ABCG5,,
,,GOLGA6L17P,,
,,FKBP1C,,
,,SFRP5,,
,,AGAP9,,
,,EIF5AP4,,
,,RPL3P7,,
,,NPIPA3,,
,,BMS1P2,,
,,RPL6P10,,
,,LOC642846,,
,,LOC642852,,
,,ZSCAN31,,
,,LINC00535,,
,,FAM196A,,
,,TMEM232,,
,,CXCR5,,
,,SMIM5,,
,,SRSF6,,
,,CCT6P3,,
,,LOC643201,,
,,RDXP1,,
,,CCT6P1,,
,,KIAA0754,,
,,NFKBIZ,,
,,C15orf62,,
,,LINC01750,,
,,RPS27AP16,,
,,LOC643373,,
,,TMEM253,,
,,BTF3P16,,
,,LOC643454,,
,,LOC643562,,
,,PKMP1,,
,,NXN,,
,,RPSAP8,,
,,LINC00842,,
,,SLC35G6,,
,,GOLGA6L4,,
,,LOC643711,,
,,SCGB1B2P,,
,,TRAF3IP2-AS1,,
,,RAP1BL,,
,,UG0898H09,,
,,CNTNAP3P2,,
,,ZFP62,,
,,GREM2,,
,,FKBP4P8,,
,,ZMAT3,,
,,ZNF106,,
,,HHIP,,
,,BLVRA,,
,,CDH24,,
,,GALNT17,,
,,RPL23AP53,,
,,GOT2P3,,
,,PIRT,,
,,LOC644169,,
,,TMEM267,,
,,RPS26P8,,
,,NR2F2-AS1,,
,,SUSD1,,
,,DCLRE1C,,
,,LINC00622,,
,,KANSL1-AS1,,
,,RPS7P11,,
,,LRRC37A17P,,
,,SGCD,,
,,BEND3P1,,
,,LOC644554,,
,,PPIAL4G,,
,,SMIM10L2B,,
,,INTS4P2,,
,,APOOP5,,
,,LOC644656,,
,,RAD21-AS1,,
,,SCG5,,
,,BOLA3P3,,
,,CSMD1,,
,,EEF1B2P3,,
,,LINC02315,,
,,RPS26P50,,
,,RASSF10,,
,,ACTG1P20,,
,,RPS3AP26,,
,,BLVRB,,
,,SH3BGR,,
,,RPL6P4,,
,,RPL12P8,,
,,SH3BP2,,
,,RPL17P39,,
,,ITSN1,,
,,CHCHD2P6,,
,,LINC01896,,
,,LINC00461,,
,,CHCHD2P9,,
,,TLE1P1,,
,,RPL6P27,,
,,LOC645433,,
,,LINC01625,,
,,LOC645513,,
,,IGFL2-AS1,,
,,SH3GL2,,
,,WFDC21P,,
,,FLJ42627,,
,,ZNF890P,,
,,PARP4P2,,
,,SH3GL1P1,,
,,CCDC154,,
,,GPR135,,
,,RPS28P4,,
,,TTTY15,,
,,SVILP1,,
,,RPS26P31,,
,,GIGYF1,,
,,CICP18,,
,,POM121L10P,,
,,LOC646127,,
,,RPS28P7,,
,,BASP1P1,,
,,NUS1P2,,
,,CXADRP2,,
,,ELL2P1,,
,,LINC00607,,
,,TPTE2P1,,
,,SNX19P3,,
,,LOC646471,,
,,SPANXD,,
,,RPL6P19,,
,,HHIP-AS1,,
,,SPANXC,,
,,RPL35P2,,
,,LOC646794,,
,,FBXW4,,
,,CYP4F62P,,
,,EEF1GP1,,
,,FAM227A,,
,,SDCCAG3P2,,
,,CTAGE1,,
,,RPL23P6,,
,,SHMT1,,
,,TUBBP2,,
,,GAPDHP35,,
,,C6orf132,,
,,EEF1B2P6,,
,,GOLGA6L10,,
,,SRGAP2B,,
,,SHMT2,,
,,SHOX2,,
,,MFSD1,,
,,SMURF2,,
,,CCDC136,,
,,SMYD3,,
,,1-Mar,,
,,TNS3,,
,,CCDC14,,
,,SIAH2,,
,,EPS8L2,,
,,LMF1,,
,,MIR924HG,,
,,DEPTOR,,
,,ST6GAL1,,
,,RPL37P23,,
,,PORCN,,
,,GNPNAT1,,
,,SPATA20,,
,,PLEKHG2,,
,,RFX7,,
,,RPS15AP24,,
,,ACTG1P4,,
,,ST8SIA1,,
,,LOC648927,,
,,LOC648987,,
,,BMP1,,
,,TTC23,,
,,MRPL14,,
,,SIX1,,
,,SIX3,,
,,MRPS15,,
,,MRPL41,,
,,RPL23AP64,,
,,BMP2,,
,,NDRG4,,
,,SLC26A10,,
,,PINK1,,
,,SLA,,
,,TSSC2,,
,,SLC1A1,,
,,REEP1,,
,,RAPH1,,
,,SLC1A2,,
,,CDK15,,
,,SLC1A3,,
,,SLC4A3,,
,,SLC1A4,,
,,SLC1A5,,
,,UPF3A,,
,,INTS3,,
,,ZNF192P1,,
,,SLC2A4,,
,,SLC2A5,,
,,BMP4,,
,,SLC3A2,,
,,ZSWIM4,,
,,SMTN,,
,,C5orf42,,
,,WNK4,,
,,WNK3,,
,,WNK2,,
,,BTF3P5,,
,,GOLGA8J,,
,,GOLGA8T,,
,,FAM86FP,,
,,GOLGA8K,,
,,ANXA8,,
,,RPL21P53,,
,,HAUS6P1,,
,,TRIM43B,,
,,AGAP7P,,
,,POTEI,,
,,SLC6A6,,
,,RPL19P9,,
,,KIAA0895L,,
,,FOXD4L5,,
,,ANKRD20A7P,,
,,BMS1P9,,
,,SRGAP2C,,
,,LOC653513,,
,,PPIAL4C,,
,,SLC6A9,,
,,653602,,
,,GSTT2B,,
,,RPL7P9,,
,,RPL21P119,,
,,RPS27P8,,
,,ACTR3C,,
,,ZNF732,,
,,LOC654342,,
,,BOLA2B,,
,,SLC8A1,,
,,SLC8A3,,
,,SLC9A1,,
,,SLC9A3,,
,,SLC14A1,,
,,SLC15A1,,
,,SLC15A2,,
,,SLC16A2,,
,,BMPR1A,,
,,SLC18A1,,
,,SLC18A2,,
,,SLC18A3,,
,,SLCO2A1,,
,,BMPR1B,,
,,SLC22A1,,
,,SLC22A3,,
,,SLIT3,,
,,SNAI2,,
,,SMARCA1,,
,,HLTF,,
,,STK33,,
,,PHACTR4,,
,,CAPRIN2,,
,,GRAMD2B,,
,,DLK2,,
,,LRRC61,,
,,TMEM108,,
,,LYNX1,,
,,CHID1,,
,,SMARCC2,,
,,SMARCD2,,
,,SMN1,,
,,SMN2,,
,,SMPD2,,
,,SNAP25,,
,,SNAPC4,,
,,SNCG,,
,,SNRPC,,
,,SNRPD2,,
,,BNIP3,,
,,SNTA1,,
,,SNTB1,,
,,SOD3,,
,,SORL1,,
,,SOX1,,
,,SOX2,,
,,SOX4,,
,,SOX5,,
,,SOX9,,
,,SOX11,,
,,SOX15,,
,,DST,,
,,SP4,,
,,SP100,,
,,SPAG1,,
,,SPARC,,
,,SPINK1,,
,,SPINK2,,
,,SPINT1,,
,,SPR,,
,,BRCA1,,
,,SRM,,
,,SRP68,,
,,SSFA2,,
,,SSR2,,
,,SSR3,,
,,SSR4,,
,,BRCA2,,
,,SSTR1,,
,,STAC,,
,,LINC00488,,
,,STAT6,,
,,SNORA40,,
,,ZFP36L2,,
,,ELOVL4,,
,,CD27-AS1,,
,,NEK4,,
,,STK10,,
,,ACTBP8,,
,,STRN,,
,,STX4,,
,,STX5,,
,,SULT1A1,,
,,SULT1A3,,
,,BSG,,
,,SUPT4H1,,
,,BST1,,
,,ABCC8,,
,,SURF1,,
,,SURF4,,
,,SNORA25,,
,,SYN1,,
,,SYN2,,
,,SYT1,,
,,TACR2,,
,,ADAM17,,
,,TACR1,,
,,TAF4B,,
,,TAGLN,,
,,TALDO1,,
,,TARS,,
,,CNTN2,,
,,TBCA,,
,,TBL1X,,
,,TBX2,,
,,TBX15,,
,,TCEA3,,
,,SNORA16A,,
,,SNORD62B,,
,,FAM86DP,,
,,SNORD84,,
,,SNORD110,,
,,SNORD97,,
,,SNORD103A,,
,,SNORD103B,,
,,ELOB,,
,,TBX3,,
,,MIR573,,
,,MIR637,,
,,MIR641,,
,,ZEB1,,
,,TCF21,,
,,TCN2,,
,,TECTB,,
,,PPP1R11,,
,,PRDX1P1,,
,,TEAD3,,
,,TEC,,
,,TECTA,,
,,TESK1,,
,,TFAP2A,,
,,TFAP2B,,
,,TFAP2C,,
,,NR2F2,,
,,TFDP2,,
,,TFPI,,
,,TFRC,,
,,TGFB1,,
,,TGFB1I1,,
,,TGFBI,,
,,TGFBR2,,
,,TGM2,,
,,THBD,,
,,THBS1,,
,,THBS2,,
,,TSPO,,
,,THRB,,
,,THY1,,
,,KLF10,,
,,TIA1,,
,,TIAM1,,
,,TIMP1,,
,,TIMP3,,
,,C1QBP,,
,,NKX2-1,,
,,TLE1,,
,,TLE2,,
,,TLN1,,
,,TLR1,,
,,TLR2,,
,,TLR3,,
,,TLR4,,
,,ACTG1,,
,,NR2E1,,
,,TSPAN4,,
,,TM7SF2,,
,,TMPRSS2,,
,,TMSB4X,,
,,TMSB4XP1,,
,,TMSB4XP2,,
,,TMSB4XP8,,
,,TMSB4XP6,,
,,TNFRSF1A,,
,,TNNT1,,
,,TNS1,,
,,TP53BP2,,
,,TP73,,
,,TPBG,,
,,TPD52,,
,,TPD52L1,,
,,TPI1,,
,,TPM1,,
,,TPM2,,
,,TPM4,,
,,TPR,,
,,TPT1,,
,,HSP90B1,,
,,HSP90B2P,,
,,ACTG2,,
,,TRPC4,,
,,TRPM2,,
,,HIST2H2AA4,,
,,723805,,
,,SNHG4,,
,,TSC1,,
,,TSTA3,,
,,C5,,
,,TTPA,,
,,TUB,,
,,CASC8,,
,,SNORD116-19,,
,,DDX11L16,,
,,LOC727919,,
,,GXYLT2,,
,,SDHAP2,,
,,LOC727978,,
,,LOC728026,,
,,GOLGA8O,,
,,ANXA8L1,,
,,ZBTB8B,,
,,LOC728138,,
,,NUTM2A-AS1,,
,,FAM155A,,
,,RPS12P29,,
,,CARMN,,
,,CLEC19A,,
,,RPL7AP31,,
,,CHCHD2P2,,
,,FRG1-DT,,
,,GLRX3P2,,
,,EIF2S2P4,,
,,BCLAF1P1,,
,,ARHGEF34P,,
,,POTEF,,
,,TPI1P3,,
,,PARGP1,,
,,LOC728424,,
,,C20orf187,,
,,DNLZ,,
,,SERF1B,,
,,GOLGA8H,,
,,RPL21P75,,
,,SPDYE8P,,
,,RPS8P8,,
,,LOC728554,,
,,NAP1L4P1,,
,,TUFT1,,
,,SDHAP3,,
,,BMS1P10,,
,,CICP13,,
,,CCDC30,,
,,DHRS4L1,,
,,KRT8P3,,
,,RPL13AP5,,
,,LOC728673,,
,,SPANXB1,,
,,SPANXA2,,
,,ZBED3-AS1,,
,,NPIPB8,,
,,NPIPB6,,
,,ANKRD20A4,,
,,LOC728755,,
,,ANKDD1B,,
,,FAM182B,,
,,ZNF736,,
,,RPS26P25,,
,,RPS15AP10,,
,,PPP1R2P4,,
,,LOC728975,,
,,RPL10AP9,,
,,RPL7AP11,,
,,METTL8P1,,
,,SLC15A5,,
,,RPL17P50,,
,,KRT18P29,,
,,AGAP5,,
,,BMS1P4,,
,,RPS4XP14,,
,,TWIST1,,
,,RPLP1P2,,
,,NBAT1,,
,,STXBP5-AS1,,
,,RPS26P58,,
,,RPSAP26,,
,,KRT18P15,,
,,LOC729217,,
,,LOC729218,,
,,FAHD2CP,,
,,RPS13P2,,
,,ZNF286B,,
,,RPL17P36,,
,,NPM1P46,,
,,FAM86HP,,
,,RPL21P16,,
,,GAPDHP61,,
,,ARPC3P3,,
,,NCOA4P3,,
,,TXN,,
,,RGPD6,,
,,NDUFB8P2,,
,,SPDYE6,,
,,LOC729603,,
,,RPL31P4,,
,,LOC729654,,
,,LINC00847,,
,,TPI1P1,,
,,LOC729732,,
,,ZNF878,,
,,ZNF731P,,
,,RGPD2,,
,,LOC729867,,
,,TBC1D3H,,
,,VN1R101P,,
,,LOC729900,,
,,NPIPB2,,
,,LINC01776,,
,,SHISA9,,
,,ACTG1P1,,
,,SEC14L6,,
,,RPSAP19,,
,,ZNF814,,
,,LOC730069,,
,,RRN3P1,,
,,HNRNPA1P59,,
,,TYRP1,,
,,KRTAP2-3,,
,,UBA52,,
,,LINC01347,,
,,UBC,,
,,UBA1,,
,,LOC731755,,
,,UBE2E2,,
,,UCHL1,,
,,UCHL3,,
,,UCP2,,
,,UCP3,,
,,SLC35A2,,
,,UGDH,,
,,UGT2B7,,
,,UNG,,
,,NR1H2,,
,,USP1,,
,,KDM6A,,
,,UTY,,
,,VASP,,
,,VAV2,,
,,VDR,,
,,VEGFC,,
,,VHL,,
,,EZR,,
,,BEST1,,
,,MPPED2,,
,,TRPV1,,
,,VRK2,,
,,MYRF,,
,,VWF,,
,,WARS,,
,,TMEM258,,
,,CORO2A,,
,,WEE1,,
,,WFS1,,
,,WNT5A,,
,,WNT10B,,
,,WT1,,
,,XBP1,,
,,XDH,,
,,GAS8-AS1,,
,,XK,,
,,LINC00106,,
,,XRCC2,,
,,XRCC3,,
,,FMNL1,,
,,ZFP37,,
,,ZFPL1,,
,,ZFY,,
,,ZIC1,,
,,ZIC3,,
,,ZNF3,,
,,ZNF711,,
,,ZNF8,,
,,ZNF14,,
,,ZNF708,,
,,ZNF28,,
,,ZSCAN20,,
,,ZNF33B,,
,,ZKSCAN1,,
,,ZNF37A,,
,,ZNF43,,
,,CA2,,
,,CA3,,
,,ZNF69,,
,,ZNF75A,,
,,ZNF84,,
,,ZNF221,,
,,ZNF90,,
,,ZNF91,,
,,CA8,,
,,ZNF121,,
,,PFN1P4,,
,,ZNF132,,
,,ZNF133,,
,,ZNF134,,
,,ZNF135,,
,,ZNF136,,
,,ZNF137P,,
,,ZNF138,,
,,ZNF141,,
,,ZNF154,,
,,ZNF157,,
,,RNF112,,
,,ZNF180,,
,,RNF113A,,
,,ZNF184,,
,,ZKSCAN8,,
,,ZNF195,,
,,ZNF215,,
,,ZNF223,,
,,ZNF224,,
,,CACNA1E,,
,,ZNF227,,
,,ZNF112,,
,,ZNF229,,
,,ZNF236,,
,,LOC777650,,
,,ZP3,,
,,MAP3K12,,
,,ZYX,,
,,PRDM2,,
,,DDR1,,
,,LAPTM5,,
,,TVP23A,,
,,DAP3,,
,,CACNB2,,
,,PXDN,,
,,ALMS1,,
,,MALL,,
,,CXCR4,,
,,FZD5,,
,,MANF,,
,,PCYOX1L,,
,,YIPF2,,
,,VKORC1,,
,,METRN,,
,,DBNDD1,,
,,CAMKV,,
,,ZNF655,,
,,PVRIG,,
,,TRPM8,,
,,PRRG4,,
,,TMEM109,,
,,DSCC1,,
,,MLPH,,
,,CHAC1,,
,,C9orf16,,
,,APOO,,
,,PPDPF,,
,,MMP28,,
,,PLEKHF1,,
,,C19orf57,,
,,CRELD2,,
,,FSD1,,
,,IRX1,,
,,ZNF557,,
,,OR2H2,,
,,TFEB,,
,,LRRC2,,
,,BIRC7,,
,,RNF217-AS1,,
,,SLC52A2,,
,,SPAG16,,
,,CEP97,,
,,PGBD5,,
,,RIC3,,
,,VCPKMT,,
,,ACSS3,,
,,NAA16,,
,,HMBOX1,,
,,GALNT14,,
,,NDNF,,
,,SH3TC2,,
,,OCEL1,,
,,FAM184A,,
,,CCDC121,,
,,ARSJ,,
,,AIMP2,,
,,RHBDF2,,
,,TMEM204,,
,,DYNC2H1,,
,,PARP8,,
,,NLRX1,,
,,VEPH1,,
,,VTCN1,,
,,CENPU,,
,,MSANTD2,,
,,GAL3ST4,,
,,QTRT2,,
,,CALCB,,
,,LRRK1,,
,,COLGALT1,,
,,MORC4,,
,,IGFLR1,,
,,NPEPL1,,
,,VPS37B,,
,,THAP9,,
,,PALB2,,
,,BBS10,,
,,ECHDC3,,
,,MAFK,,
,,ZFAND1,,
,,ASB13,,
,,FZD3,,
,,GEMIN7,,
,,ISOC2,,
,,ELMO3,,
,,ZFHX4,,
,,ACBD4,,
,,MTERF1,,
,,CCDC82,,
,,IQCA1,,
,,SUGCT,,
,,ZNF665,,
,,SEM1,,
,,GSDMD,,
,,TFPI2,,
,,CARF,,
,,HPS6,,
,,NIPAL2,,
,,MOB3B,,
,,ARHGAP28,,
,,CLMP,,
,,METTL8,,
,,NAA40,,
,,ZMYM1,,
,,QSER1,,
,,CCDC102B,,
,,ARHGEF5,,
,,AGBL2,,
,,CSPP1,,
,,FAM57A,,
,,ZNF669,,
,,TREML2,,
,,BORA,,
,,TCTN2,,
,,ALG13,,
,,BAALC,,
,,NUDT18,,
,,RABEP2,,
,,PODNL1,,
,,HDAC11,,
,,RIN3,,
,,ZNF671,,
,,TMC7,,
,,ATAD5,,
,,TCEAL4,,
,,ADM2,,
,,FAM110D,,
,,TNIP3,,
,,CNTNAP3,,
,,LINC00472,,
,,L2HGDH,,
,,PLPPR3,,
,,SYNDIG1,,
,,PAQR6,,
,,DENND1C,,
,,WDR76,,
,,ATAT1,,
,,ZNF767P,,
,,CPED1,,
,,DSN1,,
,,ZNF702P,,
,,AGPAT4-IT1,,
,,ANKRD53,,
,,GREB1L,,
,,TMEM156,,
,,PHC3,,
,,UBTD1,,
,,FOXRED2,,
,,MYO15B,,
,,SEMA6D,,
,,ANP32A-IT1,,
,,TRPM3,,
,,FAM106A,,
,,PGAP1,,
,,ADAMTS20,,
,,CCDC15,,
,,ZNF606,,
,,MZT2B,,
,,C7orf69,,
,,ZFP2,,
,,C3orf36,,
,,BICC1,,
,,PIF1,,
,,TRIM46,,
,,PTGES2,,
,,THOC7,,
,,ASRGL1,,
,,ASMTL-AS1,,
,,PRR36,,
,,CTC1,,
,,SPSB1,,
,,MYCT1,,
,,TEDC2,,
,,CEP290,,
,,FUZ,,
,,CHD9,,
,,CFAP43,,
,,FAAP100,,
,,PREX2,,
,,TRIM45,,
,,ZNF430,,
,,MLLT10,,
,,MED28,,
,,PDGFD,,
,,TET1,,
,,CPEB4,,
,,ZKSCAN3,,
,,SP6,,
,,ULBP2,,
,,ULBP1,,
,,KCNIP4,,
,,PABPC1L,,
,,ZSCAN16,,
,,PDCD1LG2,,
,,CSRP3,,
,,CALM2,,
,,CALM2P2,,
,,SLC19A3,,
,,SRCIN1,,
,,ARHGAP39,,
,,PTP4A2,,
,,MPIG6B,,
,,PRR7,,
,,KHDC1,,
,,MFAP5,,
,,ITIH5,,
,,SPX,,
,,STARD5,,
,,ZNF34,,
,,CALM3,,
,,ASXL3,,
,,ZNF436,,
,,SSPN,,
,,DUSP16,,
,,APOL6,,
,,APOL4,,
,,PRRT1,,
,,TMPRSS5,,
,,TUBB1,,
,,WNT5B,,
,,SLC25A32,,
,,COLEC12,,
,,CALR,,
,,DPF3,,
,,AP3B2,,
,,PWAR5,,
,,CALU,,
,,OR4F16,,
,,SLC7A5,,
,,GPR63,,
,,DCSTAMP,,
,,HM13,,
,,MOB2,,
,,SGPP1,,
,,STMN4,,
,,YIPF5,,
,,C1orf21,,
,,NDEL1,,
,,TXNDC5,,
,,TRIM8,,
,,LBH,,
,,TMEM163,,
,,TSPAN14,,
,,KAZALD1,,
,,TSC22D4,,
,,TSSK3,,
,,CCNL2,,
,,CAMK2D,,
,,DOCK8,,
,,TRIM7,,
,,ADAMTS10,,
,,NETO2,,
,,NETO1,,
,,TRIM56,,
,,SPRY4,,
,,ZNF611,,
,,ZNF239,,
,,RAB1B,,
,,FAHD1,,
,,CLPP,,
,,DPF1,,
,,ZNF93,,
,,CLTCL1,,
,,PUDP,,
,,PNPLA4,,
,,CAPN1,,
,,ZRSR2,,
,,USP11,,
,,USP9X,,
,,KDM5C,,
,,NAA10,,
,,TMEM187,,
,,SLC10A3,,
,,TKTL1,,
,,CAPS,,
,,KDM5D,,
,,USP9Y,,
,,EPX,,
,,DYSF,,
,,COLQ,,
,,ACTG1P10,,
,,SNN,,
,,CAST,,
,,AXIN2,,
,,CDC7,,
,,CAPZB,,
,,EOMES,,
,,FZD4,,
,,FZD7,,
,,FZD9,,
,,CARS,,
,,CASP1,,
,,TCF7L1,,
,,SH3BGRL3,,
,,SF3B5,,
,,INO80B,,
,,PUS7L,,
,,MXD3,,
,,GLT8D2,,
,,ARHGAP24,,
,,HIST1H3E,,
,,AIF1L,,
,,DNAL1,,
,,RASSF5,,
,,CASP3,,
,,TMEM47,,
,,CCM2,,
,,FAM167A,,
,,CD99L2,,
,,RPS6KL1,,
,,CASP4,,
,,ESPN,,
,,CRISPLD2,,
,,INHBE,,
,,SLC25A18,,
,,MARVELD1,,
,,ZNF484,,
,,TAS1R3,,
,,SYT15,,
,,ESYT3,,
,,SYT16,,
,,KLF16,,
,,FSD1L,,
,,TMTC1,,
,,RSPH3,,
,,TMEM120A,,
,,HMCN1,,
,,GPR61,,
,,TBC1D10A,,
,,CDCA7,,
,,TSPAN10,,
