Pathway	pVal	zScore	Genes	type	comparison
Organization of cytoplasm	4.98716277529483	1.473	SEZ6,DLX5,CTSV,MMP2,TNFRSF1A,ATF3,LRP1,ADAM12,OMG,GTSE1,S1PR1,KDR,SRGAP1,CALR,EPB41L3,BCL6,LMCD1,RIPOR2,NRP1,ADM,PLK4,PRPH,SNX10,FBXO5,CRH,NDN,LZTS1,FASN,NUSAP1,CKB,NTNG1,APC,SLC3A2,GPSM2,FN1,EIF4EBP1,CDH13,BCL11B,EGR1,GAA,OGT,RTN4R,NRXN1,GFAP,SDK1,PLAAT4,KIF18B,SSH2,AURKB,CETN2,CXCL9,CHMP4C,GJB1,NRCAM,PLAU,SERPINF1,LAMB1,DNER,MTSS1,UNC5B,ROBO2,TAPT1,VEGFA,FGF2,TMEM107,ASPM,MYO5B,FIGN,STMN2,CCDC113,CNTNAP1,SERPINE1,MAP2K6,HGF,SLITRK1,PHGDH,FHIT,AFDN,VLDLR,NRP2,NQO1,A2M,HAS2,LDLR,NLGN3,MDK,LMNB1,GDF15,ITGA6,PLAAT1,CD44,MT3,ARC,CCL2,DPYSL3,ICAM1,TMSB10/TMSB4X	Functional	Q73_Vs_pTANK_Glia
Cell movement of neurons	4.97469413473523	0.437	FKRP,ROBO2,NDN,NRCAM,LMNB1,GDF15,CDKN2C,VEGFA,NRP2,DDIT4,ITGA6,FGF2,ASPM,MT3,APC,A2M,FN1,NRP1,LRP1,LMNB2,HGF,MDK,ADCYAP1R1,PLXNA2	Functional	Q73_Vs_pTANK_Glia
Neovascularization	4.92811799269387	0.677	CDH13,MMP2,PLAU,KDR,VEGFA,SOCS3,SERPINF1,VLDLR,HTRA1,FGF2,CD44,TNFAIP3,NRP1,CLIC4,WARS1,HGF,ICAM1,MDK	Functional	Q73_Vs_pTANK_Glia
Cerebral disorder	4.89619627904404	0	PLAU,VLDLR,HMGCR,NEAT1,FASN,HTRA1,TUBE1,ATF3,PROS1,FN1,LDLR,KCNH7,PDE7B,LRP1,LMNB2,HTR2A,PLXNA2,COL4A1,LMNB1,VEGFA,ATP1A3,SLC1A4,PLAAT1,NRXN1,GFAP,TNFAIP3,COL4A2,SCN2A,GAD2,SERPINE1,ICAM1,PRPH,MTHFD2	Functional	Q73_Vs_pTANK_Glia
Cell movement of neuroglia	4.88941028970075	2.903	CXCL9,NDN,KDR,LMNB1,VEGFA,ITGA6,FIGN,FN1,CCL2,LRP1,SERPINE1,HGF,MDK	Functional	Q73_Vs_pTANK_Glia
Neurotransmission	4.86012091359876	0.008	SEZ6,SLC6A9,VDAC3,CRH,NRCAM,LZTS1,TNFRSF1A,NQO1,NTNG1,GRM3,DGKB,PDE7B,NLGN3,SLC6A1,PCDH17,DHCR7,KCNMA1,KCNA2,RTN4R,NRXN1,CD44,MYO5B,ARC,NMU,SLC7A11,NEDD4,HLA-A,CCL2,GAD2,SCN2A,PPP1R15A,PLCG1,CTH,KCNT2	Functional	Q73_Vs_pTANK_Glia
Invasion of tissue	4.84466396253494	2.12	ANKRD11,GJB1,MMP2,PLAU,VEGFA,SOCS3,FASN,FGF2,NQO1,CD44,APC,HAS2,FN1,NRP1,CCL2,LRP1,SERPINE1,HGF,RUNX2	Functional	Q73_Vs_pTANK_Glia
Abnormal morphology of nervous system	4.82102305270683	0	SEZ6,DLX5,GJB1,CTSV,NRCAM,PLAU,TNFRSF1A,DNER,PTPN13,S1PR1,ROBO2,OLIG2,CDKN2C,VEGFA,GAS1,RBP1,FGF2,ASPM,SLC6A15,EPB41L3,RPE65,NRP1,PPP1R15A,ABCD2,CNTNAP1,HSPG2,SLC44A2,PHGDH,NDN,AFDN,LZTS1,VLDLR,CNTFR,CKB,PROS1,LDLR,PPP1R3C,LMNB2,MDK,PLXNA2,B4GALT2,LMNB1,GDF15,ITGA6,SLC1A4,OGT,DLL3,RTN4R,CD44,AP3M2,GPR37L1,GFAP,CEBPB,SCN2A,CETN2,OLIG1,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Systemic autoimmune syndrome	4.79588001734407	1.283	CXCL9,CTSV,POLA1,MMP2,IFITM1,TNFRSF1A,SEL1L,LRP1B,TNFRSF10B,PNPLA3,SLFN5,KCNH7,MIPEP,RGCC,ADAM12,KCNIP2,WARS1,C5orf30,S1PR1,CIITA,TRIM22,COL4A1,PGM1,SLC7A1,CD74,KDR,VEGFA,FGF2,H4C13,CALR,BCL6,TPH1,PBX4,NRP1,COL4A2,ADM,CEBPG,MAP2K6,CTH,ITGA5,MAZ,VRK1,IER2,COL14A1,SOCS3,HMGCR,KLF12,FRY,SLC3A2,SQLE,FN1,SCD,SNRPA1,ALDH2,ARAP2,MDK,HTR2A,ALPK2,SRSF1,ATP8A1,EGR1,GAA,PABPC3,CD44,TENT4A,GFAP,LAMP3,SH2B3,SLC7A11,NEDD4,HLA-A,IFIT1,TNFAIP3,CEBPB,CCL2,NEBL,SCN2A,GAD2,ICAM1,SERPING1,BGN,INHBB	Functional	Q73_Vs_pTANK_Glia
Uptake of alpha-amino acid	4.79317412396815	2.077	SLC6A9,SLC7A5,SLC7A11,SLC7A1,SERPINF1,SLC1A5,WARS1,SLC3A2	Functional	Q73_Vs_pTANK_Glia
Colorectal disorder	4.77728352885242	-1.932	SEZ6,SLC6A9,OR8K5,POLA1,MMP2,TNFRSF1A,PLCE1,TOX2,TMEM229A,AK3,MARS1,KCNH7,GBP3,DDX39A,PPA1,LRP1,RFC4,SDF2L1,GTSE1,S1PR1,PASK,TOP2A,KCNMA1,NCOA7,CDYL2,CNTNAP3,CDKN2C,CLIC6,ZNF285,SOX3,MAF,CALR,EPB41L3,BCL6,PGBD5,ZNF419,TARS1,NRP1,RASGRF2,ADM,PLK4,CD34,THSD4,MVD,KIF20A,EFEMP1,COL14A1,ANKRD11,CRH,ADM2,HMGCR,NEAT1,H1-5,STC2,CNTFR,SPON1,H1-3,GPSM2,PDE7B,ALDH1L2,PCDH17,SLC6A1,CDH13,ALPK2,NCOA5,PLOD2,ATP8A1,BCL11B,CD58,HOXD12,EGR1,GAA,DMGDH,NRXN1,IGF2R,SLC7A11,NEBL,PLAAT4,AURKB,MTHFD2,PLAU,PHLPP1,LRP1B,RHPN2,PDE1C,NUDT11,INSIG1,ROBO2,COL4A1,VEGFA,CACYBP,H4C13,MYO5B,SLC38A1,OSMR,COL4A2,CNTNAP1,FAM83D,HNRNPM,HGF,SLITRK1,GRB14,RAB3GAP2,LTV1,PAPPA,MRC2,IL13RA1,BCL3,NQO1,FRY,NCAPH,ELAC2,AMMECR1,GLG1,UHRF1BP1,ALDH2,PMEPA1,ARAP2,PLXNA2,CD44,ARC,LDHA,VEPH1,ICAM1,ABCA13,CTSV,FRAS1,MFAP5,ATF3,FOXD4L1,DGKB,BRINP3,ADAM12,MKI67,C5orf30,HSPB6,TRIM22,KDR,MAGEL2,ADAM19,SRGAP1,CHAC1,TES,SLC16A9,HSPG2,ITGA5,KCNK2,NDN,SOCS3,KLF12,FASN,NUSAP1,CKB,APC,SLC3A2,H1-1,SQLE,FN1,PCDH10,CAHM,H2BC14,PODN,FNDC3B,CENPX,PAPPA2,EIF4EBP1,CTBS,CENPN,FKRP,CCNB1IP1,B4GALT2,SLC1A4,PUS7,LCA5,EDIL3,DLL3,GFAP,NEDD4,HLA-A,DPYD,SDK1,PDZRN3,SRRT,PLCG1,KIF18B,SSH2,DDR2,PSAT1,AGL,IFITM1,SERPINF1,LAMB1,ASS1,ADAMTS16,DOT1L,HTRA1,SEL1L,CPD,SRPX,RRS1,INPP5B,IDI1,MVK,SLC7A3,UNC5B,CIITA,SLC7A5,TAPT1,EFHB,ALYREF,FGF2,FIGN,RPE65,NMU,CDCP1,STMN2,HS6ST2,SERPINE1,XPOT,MAZ,RUNX2,VRK1,KCNT2,FHIT,PCDH1,NRP2,TUBE1,PROS1,LDLR,NLGN3,LMNB2,NFE2L1,KPNA2,GDF15,ITGA6,DEPDC1B,PABPC3,AP3M2,TSC22D2,SH2B3,TNFAIP3,DLX6,CCL2,SCN2A,GAD2,SGO1,DHX9,SLC16A4,BGN,INHBB,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Angiogenesis of embryo	4.77469071827414	1.987	VEGFA,NRP2,NRP1,FGF2	Functional	Q73_Vs_pTANK_Glia
Electrical resistance of endothelial cell lines	4.77469071827414	-0.927	VEGFA,FGF2,HGF,S1PR1	Functional	Q73_Vs_pTANK_Glia
Fatty acid metabolism	4.74714696902011	-0.018	PHGDH,CRH,SOCS3,VLDLR,TNFRSF1A,PAPPA,SLCO3A1,FASN,SC5D,NQO1,CNTFR,STARD4,FN1,PNPLA3,LDLR,SCD,LRP1,SLC6A1,EIF4EBP1,NFE2L1,S1PR1,HTR2A,INSIG1,ATP8A1,CD74,GDF15,VEGFA,SGPL1,FGF2,EGR1,PLAAT1,SLCO1C1,MSMO1,CEBPB,CCL2,GAD2,ABCD2,ME1,KLF11,HGF,GRB14,NFE2L2,SLC13A3	Functional	Q73_Vs_pTANK_Glia
Morphology of neovasculature	4.71669877129645	0	PLAU,ADM,SERPINE1	Functional	Q73_Vs_pTANK_Glia
Cell-cell contact	4.67985371388895	-1.651	SEZ6,GJB1,CTSV,NRCAM,AFDN,MMP2,LZTS1,SERPINF1,LRRTM3,HMGCR,SIX4,FASN,PODXL,SLC3A2,ADGRB2,FN1,LDLR,BCAN,ADAM12,NLGN3,S1PR1,NEGR1,CDH13,COL4A1,GDF15,VEGFA,ITGA6,FGF2,OGT,NRXN1,CD44,AP3M2,GFAP,CALR,CCL2,RASGRF2,PDZRN3,PPP1R15A,HSPG2,CNTNAP1,PLCG1,CD34,ICAM1,HGF,ITGA5,SLITRK1	Functional	Q73_Vs_pTANK_Glia
Cell movement of endothelial cell lines	4.64206515299955	1.757	CDH13,CXCL9,YARS1,KDR,PLAU,SERPINF1,VEGFA,FGF2,CD44,FN1,ADM,SERPINE1,HGF,RUNX2	Functional	Q73_Vs_pTANK_Glia
Necrosis of vascular endothelial cells	4.57348873863543	-0.242	MMP2,KDR,TNFRSF1A,VEGFA,FGF2,TNFRSF10B,ATF3,COL4A2,ADM,ALDH2,LRP1,HGF,PMAIP1,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Size of body	4.53910215724345	2.483	SLC6A9,DLX5,GJB1,HAX1,SGCG,NRCAM,PLAU,MMP2,TNFRSF1A,INSIG1,KCNMA1,SLC7A1,CD74,CDKN2C,VEGFA,MAGEL2,ATP1A3,SOX3,MAF,BCL6,TPH1,HSPG2,SERPINE1,RUNX2,SLITRK1,SLC44A2,EFEMP1,CRH,VLDLR,FBXL20,PAPPA,DLK1,NQO1,STC2,CKB,STARD4,GLG1,H1-3,CLIC4,NLGN3,SLC6A1,PAPPA2,EIF4EBP1,ADCYAP1R1,NEGR1,GDF15,KCNA2,SGPL1,DLL3,IGF2R,TNFAIP3,CEBPB,GAD2,CETN2,DDR2,BGN	Functional	Q73_Vs_pTANK_Glia
Apoptosis of vascular endothelial cells	4.53760200210104	-0.543	MMP2,KDR,TNFRSF1A,VEGFA,FGF2,TNFRSF10B,ATF3,ADM,ALDH2,LRP1,HGF,PMAIP1,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Epilepsy or neurodevelopmental disorder	4.52870828894106	0	IER2,CRH,SARS1,PLAU,SOCS3,SERPINF1,NRP2,ATF3,AARS1,LDLR,NUDT11,GTPBP2,SLC6A1,EIF4A3,LMNB2,HTR2A,KCNMA1,COL4A1,FRRS1L,KDR,KCNA2,BEND5,SLC1A4,EGR1,NRXN1,AP3M2,DNAJB5,GFAP,ARC,LMCD1,NNAT,DPYD,ADM,GAD2,SCN2A,KCNT2	Functional	Q73_Vs_pTANK_Glia
Proliferation of neuronal cells	4.51570016065321	1.063	CXCL9,DLX5,GJB1,NDN,NRCAM,MMP2,SOCS3,VLDLR,TNFRSF1A,HMGCR,SIX4,DNER,A2M,FN1,BCAN,OMG,EIF4EBP1,ADCYAP1R1,MDK,NEGR1,ROBO2,LMNB1,VEGFA,ITGA6,FGF2,EGR1,OGT,SRGAP1,ASPM,RTN4R,NRXN1,MT3,GFAP,MANF,STMN2,NRP1,CCL2,DPYSL3,SERPINE1,HGF,PRPH	Functional	Q73_Vs_pTANK_Glia
Transport of neutral amino acid	4.49214412830417	0	SLC6A9,SLC7A5,SLC1A5,SLC1A4,SLC6A15,SLC3A2	Functional	Q73_Vs_pTANK_Glia
Invasion of endothelial cell lines	4.48545224733971	1.532	PLAU,VEGFA,FGF2,HGF,RUNX2	Functional	Q73_Vs_pTANK_Glia
Size of lesion	4.47886191629596	0	EFEMP1,CTSV,FHIT,SOCS3,TNFRSF1A,ACAT2,PAPPA,APC,LDLR,ADAM12,MDK,OLIG2,KDR,GDF15,VEGFA,FGF2,EGR1,MAF,CD44,OSMR,HLA-A,TNFAIP3,NRP1,LDHA,SERPINE1,ICAM1,HGF,SERPING1,GMEB1,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Morphology of lesion	4.44249279809434	0	EFEMP1,CTSV,FHIT,PLAU,SOCS3,TNFRSF1A,ACAT2,PAPPA,APC,LDLR,ADAM12,MDK,OLIG2,KDR,GDF15,VEGFA,FGF2,EGR1,MAF,CD44,OSMR,HLA-A,TNFAIP3,NRP1,LDHA,SERPINE1,ICAM1,HGF,SERPING1,GMEB1,DDR2,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Development of neurons	4.43889861635094	1.159	SEZ6,DLX5,NRCAM,PLAU,SERPINF1,LAMB1,SIX4,DNER,ATF3,MTSS1,LRP1,OMG,ROBO2,COL4A1,OLIG2,KDR,VEGFA,ADAM19,FGF2,MYO5B,EPB41L3,NRP1,CNTNAP1,HGF,PRPH,SLITRK1,PHGDH,CRH,NDN,AFDN,LZTS1,VLDLR,NRP2,LRRTM3,DLK1,FASN,CKB,NTNG1,APC,ADGRB2,A2M,BCAN,NLGN3,EIF4EBP1,LMNB1,BCL11B,EGR1,OGT,RTN4R,NRXN1,CD44,SDK1,DPYSL3,PDZRN3,ICAM1,OLIG1	Functional	Q73_Vs_pTANK_Glia
Synthesis of lipid	4.40340290437354	0.033	NSDHL,MMP2,PLAU,TNFRSF1A,ACAT2,PLCE1,GRM3,ATF3,PNPLA3,IDI1,MVK,PTPN13,DHCR7,S1PR1,INSIG1,CD74,KDR,VEGFA,RBP1,FGF2,KLF11,HGF,MVD,RUNX2,GRB14,SLC44A2,CRH,SOCS3,HMGCR,FASN,SC5D,CNTFR,STARD4,APC,A2M,SQLE,FN1,LDLR,SCD,EIF4EBP1,HTR2A,HMGCS1,GDF15,SGPL1,ITGA6,FDFT1,EGR1,MSMO1,DHCR24,CEBPB,CCL2,GAD2,PLCG1,ME1,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Inflammation of joint	4.39469495385889	-0.024	CXCL9,POLA1,MMP2,PLAU,TNFRSF1A,ADAMTS16,HTRA1,SEL1L,LRP1B,TNFRSF10B,SLFN5,KCNH7,MIPEP,RGCC,LRP1,ADAM12,C5orf30,S1PR1,CIITA,SLC7A1,CD74,KDR,VEGFA,FGF2,CALR,NMU,BCL6,NRP1,COL4A2,ADM,CEBPG,HSPG2,HGF,ITGA5,MAZ,VRK1,SOCS3,HMGCR,KLF12,FASN,BCL3,TUBE1,NQO1,FRY,SQLE,FN1,LDLR,ARAP2,MDK,HTR2A,ALPK2,ATP8A1,SLC1A4,FDFT1,CD44,GFAP,SLC7A11,HLA-A,TNFAIP3,CEBPB,CCL2,SCN2A,ICAM1,DDR2,BGN	Functional	Q73_Vs_pTANK_Glia
Retinal vasculopathy	4.39040559077478	0	COL4A1,KDR,VEGFA,NRP1,HMGCR,HGF,ICAM1	Functional	Q73_Vs_pTANK_Glia
Obesity	4.39040559077478	-0.376	KIF20A,GPT2,SOCS3,SERPINF1,TNFRSF1A,ADM2,HMGCR,DLK1,FASN,ATF3,LDLR,SCD,PDE7B,LRP1,ADAM12,SLC6A1,PTPN13,MKI67,EIF4EBP1,HTR2A,PASK,TOP2A,KCNMA1,TXNIP,VEGFA,RBP1,GAA,MAF,OGT,CD44,OSMR,NMU,TNFAIP3,CEBPB,CCL2,GAD2,SCN2A,SERPINE1,ICAM1,AURKB,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Learning	4.35163998901907	-0.14	SEZ6,SLC6A9,VDAC3,CRH,NDN,NRCAM,PLAU,LZTS1,SERPINF1,VLDLR,TNFRSF1A,HMGCR,CKB,LDLR,NLGN3,SLC6A1,MDK,HTR2A,B4GALT2,ATP8A1,CNTNAP3,VEGFA,ATP1A3,EGR1,OGT,RTN4R,NRXN1,GPR37L1,IGF2R,ARC,SLC7A11,CEBPB,SCN2A,ITGA5	Functional	Q73_Vs_pTANK_Glia
Formation of blood vessel	4.3429441471429	1.934	PLAU,KDR,VEGFA,SERPINF1,FGF2,AP3M2,FN1,NRP1,CCL2,COL4A2,LDHA,LRP1,SERPINE1,CTH,HGF,KLF11,ICAM1	Functional	Q73_Vs_pTANK_Glia
Synthesis of nitric oxide	4.32239304727951	1.897	PLAU,SLC7A1,SOCS3,TNFRSF1A,VEGFA,HMGCR,ASS1,FASN,NQO1,STC2,CPD,CALR,BCL6,FN1,TNFAIP3,CEBPB,ULBP1,ADM,ABCD2,LRP1,PLCG1,CD34,ICAM1,S1PR1	Functional	Q73_Vs_pTANK_Glia
Endothelial cell development	4.31875876262441	0.336	MMP2,PLAU,SERPINF1,NRP2,VLDLR,DLK1,PROS1,FN1,RGCC,CLIC4,MDK,CDH13,COL4A1,KDR,VEGFA,EGR1,FGF2,CD44,CALR,NRP1,CCL2,COL4A2,ADM,HSPG2,PLCG1,SERPINE1,CD34,MAP2K6,HGF,RUNX2	Functional	Q73_Vs_pTANK_Glia
Disorder of basal ganglia	4.31875876262441	0	SEZ6,PSAT1,TNFRSF1A,LAMB1,SRPX,RRS1,KCNH7,DGKB,KCNIP2,DHCR7,S1PR1,CIITA,RAB39B,CD74,KDR,ATP1A3,FGF2,CREB3L1,BCL6,LMCD1,SLC16A9,ABCD2,KCNK2,ANKRD11,HMGCR,PODXL,TUBE1,CKB,STARD4,A2M,LDLR,SCD,ALDH2,SH3BP4,HTR2A,SGTB,PLOD2,BCL11B,SLC1A4,FDFT1,EGR1,CD44,GFAP,NEDD4,LDHA,DPYSL3,GAD2,SCN2A,PLAAT4,CETN2,HERPUD1,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Seizure disorder	4.30891850787703	0.341	KCNK2,SEZ6,IER2,GJB1,CRH,SARS1,SOCS3,TNFRSF1A,NRP2,CKB,ATF3,AARS1,LDLR,KCNIP2,NUDT11,SLC6A1,EIF4A3,LMNB2,HTR2A,KCNMA1,FRRS1L,KCNA2,ATP1A3,BEND5,FGF2,EGR1,NRXN1,AP3M2,DNAJB5,GFAP,ARC,LMCD1,NNAT,ADM,GAD2,SCN2A,ABCD2,EXT2,KCNT2	Functional	Q73_Vs_pTANK_Glia
Survival of organism	4.29843201494407	0.269	CXCL9,MMP2,TNFRSF1A,DOT1L,WARS1,MKI67,HSPB6,TOP2A,CD74,KDR,CDKN2C,VEGFA,OSMR,CALR,BCL6,TPH1,NRP1,ADM,PPP1R15A,HSPG2,SERPINE1,CTH,HGF,ITGA5,RUNX2,SLITRK1,EFEMP1,SOCS3,KLF12,FASN,APC,LDLR,ARRDC4,ALDH2,CLIC4,PMEPA1,EIF4EBP1,MDK,GDF15,CD44,IGF2R,HLA-A,TNFAIP3,CEBPB,CCL2,ICAM1,SERPING1,AURKB,MVP,BGN,INHBB,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Morphology of neurons	4.29756946355447	0	SEZ6,DLX5,GJB1,CRH,CTSV,NDN,NRCAM,PLAU,LZTS1,NRP2,CNTFR,CKB,A2M,LDLR,PPP1R3C,NLGN3,PTPN13,OMG,ADCYAP1R1,S1PR1,PLXNA2,ROBO2,OLIG2,LMNB1,GDF15,VEGFA,GAS1,FGF2,EGR1,OGT,RTN4R,AP3M2,SLC6A15,GFAP,ARC,EPB41L3,CEBPB,DPYSL3,PPP1R15A,ABCD2,CNTNAP1,HSPG2,HGF,CETN2	Functional	Q73_Vs_pTANK_Glia
Synaptic transmission	4.24795155218056	-0.659	SLC6A9,VDAC3,CRH,NRCAM,TNFRSF1A,LZTS1,NQO1,NTNG1,GRM3,DGKB,PDE7B,NLGN3,PCDH17,SLC6A1,DHCR7,KCNMA1,NRXN1,CD44,RTN4R,MYO5B,ARC,NMU,SLC7A11,NEDD4,HLA-A,PPP1R15A,GAD2,PLCG1	Functional	Q73_Vs_pTANK_Glia
Synthesis of amino acids	4.23957751657679	-0.152	BCAT1,PSAT1,PSPH,PHGDH,GPT2,SHMT2,ASS1,GAD2,EGR1,CTH,GOT1	Functional	Q73_Vs_pTANK_Glia
Mineralization of mesenchymal cells	4.23732143627256	0	SERPINF1,FGF2,HGF,RUNX2	Functional	Q73_Vs_pTANK_Glia
Translocation of L-amino acid	4.23732143627256	1.067	GJB1,SLC7A11,SLC7A1,SLC38A1	Functional	Q73_Vs_pTANK_Glia
Translocation of glutamine family amino acid	4.23732143627256	1.067	GJB1,SLC7A11,SLC7A1,SLC38A1	Functional	Q73_Vs_pTANK_Glia
Cell death of endothelial cell lines	4.19654288435159	-1.294	FN1,MMP2,KDR,TNFRSF1A,SERPINF1,VEGFA,SERPINE1,TNFRSF10B,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Transport of alpha-amino acid	4.19654288435159	2.412	SLC6A9,SLC7A5,SLC7A1,SLC7A3,SLC1A5,SLC1A4,SLC6A15,SLC38A1,SLC13A3	Functional	Q73_Vs_pTANK_Glia
Morphology of brain	4.19517932127884	0	DLX5,PHGDH,CTSV,NDN,NRCAM,VLDLR,TNFRSF1A,CKB,PROS1,LDLR,PPP1R3C,NLGN3,PAPPA2,LMNB2,DHCR7,MDK,PLXNA2,ROBO2,B4GALT2,LMNB1,CDKN2C,VEGFA,GAS1,ITGA6,SLC1A4,EGR1,FGF2,ASPM,RTN4R,AP3M2,GPR37L1,IGF2R,GFAP,CEBPB,DPYSL3,SCN2A,PPP1R15A,ABCD2,HSPG2,CETN2	Functional	Q73_Vs_pTANK_Glia
Synthesis of serine family amino acid	4.19111413264019	0	PSAT1,PSPH,PHGDH,SHMT2,CTH	Functional	Q73_Vs_pTANK_Glia
Formation of vessel	4.18976748200492	1.655	PLAU,KDR,VEGFA,SERPINF1,FGF2,AP3M2,PROS1,FN1,NRP1,CCL2,COL4A2,LDHA,LRP1,SERPINE1,CTH,HGF,KLF11,ICAM1	Functional	Q73_Vs_pTANK_Glia
Proliferation of microvascular endothelial cells	4.1791420105603	1.217	FN1,PLAU,VEGFA,ADM,FGF2,CD44	Functional	Q73_Vs_pTANK_Glia
Vascularization	4.16685288808721	1.481	CDH13,MMP2,PLAU,KDR,SOCS3,VEGFA,SERPINF1,VLDLR,NRP2,HTRA1,FGF2,CD44,PLCD3,TNFAIP3,NRP1,CLIC4,SERPINE1,ICAM1,WARS1,HGF,MDK	Functional	Q73_Vs_pTANK_Glia
Interaction of carbohydrate	4.15801519540989	-0.177	CXCL9,FN1,KDR,VEGFA,CD55,BCAN,FGF2,HS6ST2,CD44,SERPING1,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Movement of vascular endothelial cells	4.15676722190199	1.439	CDH13,MMP2,PLAU,KDR,VEGFA,EGR1,FGF2,CD44,APC,PROS1,FN1,MTSS1,NRP1,ADM,HSPG2,HGF,MDK,TMSB10/TMSB4X,S1PR1	Functional	Q73_Vs_pTANK_Glia
Inflammatory response	4.1337126609158	1.157	CXCL9,GJB1,YARS1,MMP2,PLAU,SERPINF1,TNFRSF1A,PELI1,ATF3,AKNA,MVK,LRP1,NFKBIZ,S1PR1,CIITA,CD74,KDR,VEGFA,FGF2,MAF,BCL6,RIPOR2,NUPR1,ADM,ABCD2,HSPG2,SERPINE1,HGF,ITGA5,NMI,CRH,SOCS3,NRP2,NEAT1,TUBE1,PROS1,FN1,LDLR,SLC1A5,MDK,NFE2L1,EGR1,CD44,HLA-A,TNFAIP3,CEBPB,CCL2,ULBP1,ICAM1,SERPING1,DHX9,TMSB10/TMSB4X,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Migration of neuroglia	4.12959609472097	2.939	FIGN,NDN,FN1,KDR,VEGFA,CCL2,LRP1,SERPINE1,HGF,MDK	Functional	Q73_Vs_pTANK_Glia
Density of vascular tissue	4.12378215940836	0	KDR,VEGFA,APC	Functional	Q73_Vs_pTANK_Glia
Progressive neuromuscular disease	4.11918640771921	0	POLA1,NRCAM,FHIT,TNFRSF1A,HMGCR,SC5D,PODXL,SQLE,KCNH7,MVK,DHCR7,HTR2A,TOP2A,KCNMA1,TRIM22,RAB39B,CD74,KDR,KCNA2,SLC1A4,FGF2,FDFT1,EGR1,CD44,CREB3L1,GFAP,NEDD4,IFIT1,DHCR24,CCL2,LDHA,SERPING1	Functional	Q73_Vs_pTANK_Glia
Astrocytosis	4.11747546204512	-1.019	CTSV,GJB1,HAX1,MMP2,LMNB1,VEGFA,ABCD2,FGF2,OGT,S1PR1,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Colony formation of cells	4.08618614761628	0.231	NDN,NRCAM,PLAU,MMP2,LZTS1,HMGCR,C1orf61,DOT1L,PHLPP1,SEL1L,SLC3A2,ATF3,HAS2,H1-3,FN1,SLFN5,CKS2,EIF4EBP1,MDK,TRIM22,KPNA2,VEGFA,FGF2,EGR1,SRGAP1,CD44,OSMR,CALR,EPB41L3,TES,BCL6,CEBPB,CCL2,MEG3,NUPR1,PPP1R15A,PLK4,HGF,RUNX2	Functional	Q73_Vs_pTANK_Glia
Quantity of cells	4.05354773498693	1.153	CTSV,MFAP5,MMP2,TNFRSF1A,PLCE1,ATF3,ADAM12,PTPN13,S1PR1,TXNIP,OLIG2,KDR,CDKN2C,SOX3,MAF,CALR,BCL6,NRP1,ADM,PLK4,HSPG2,CD34,PMAIP1,CRH,LZTS1,INSM1,SOCS3,ADM2,DLK1,CNTFR,FN1,CENPX,PCDH17,EIF4EBP1,CDH13,NCOA5,B4GALT2,BCL11B,EGR1,RTN4R,IGF2R,GFAP,HLA-A,CEBPB,PLAAT4,PLCG1,OLIG1,MTHFD2,GJB1,HAX1,NRCAM,PLAU,SERPINF1,DOT1L,RGCC,CIITA,SLC7A1,CD74,VEGFA,RBP1,FGF2,CREB3L1,NMU,TPH1,FUT9,PPP1R15A,SERPINE1,HGF,RUNX2,RFTN1,SLC44A2,VLDLR,NRP2,IL13RA1,BCL3,NQO1,A2M,PROS1,LDLR,SH3BP2,ALDH2,CLIC4,NLGN3,LMNB2,MDK,NFE2L1,LMNB1,GDF15,SGPL1,ITGA6,PLAAT1,SERPINB6,CD44,ARC,SH2B3,TNFAIP3,CCL2,DPYSL3,GAD2,ICAM1,SERPING1,DHX9,BGN,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Retinal neovascularization	4.05012229596313	-1.114	CDH13,KDR,SERPINF1,VEGFA,SOCS3,VLDLR,NRP1,WARS1	Functional	Q73_Vs_pTANK_Glia
Epileptic seizure	4.02548830726267	0	IER2,SOCS3,BEND5,EGR1,AP3M2,DNAJB5,GFAP,ATF3,ARC,LMCD1,LDLR,NNAT,ADM,NUDT11,SLC6A1,EIF4A3,LMNB2,HTR2A	Functional	Q73_Vs_pTANK_Glia
Synthesis of L-serine	4.02502800570193	0	PSAT1,PHGDH,PSPH,SHMT2	Functional	Q73_Vs_pTANK_Glia
