Pathway	pVal	zScore	Genes	type	comparison
Response of myeloid cells	5.1266793981846	1.248	OSM,PLAU,IL6,F2R,CAPG,FN1,TNF,ABCA7,CLCN3,TLR7,IL1B,CXCL10,PLAUR,ITGAX,DDX58,Wasl,SIGLEC1,RORA,mir-142,CD36,PRKCA,F3,LGALS3,CXCL3,SERPINE1,CH25H,HGF,AXL,CLEC7A	Functional	R62_12wk
Invasion of cells	5.10902040301031	2.508	EIF2AK2,LOX,PML,HSPA1A/HSPA1B,ST8SIA1,NFATC2,PLAU,SERPINF1,CEACAM1,IFITM3,CD274,GNAL,VANGL1,F2R,CXCR4,TP53INP2,SLFN5,FLT1,ST6GAL1,FGF13,TMPO,SPP1,ALCAM,IL1B,VEGFA,CXCL10,HSP90B1,JMY,ANG,DDX58,RORA,IGF1,THBS2,YY1,TNFSF10,JAM3,SERPINE1,STAT5B,CXCL14,HGF,RPRD1A,GSK3B,SEMA4D,OSM,AFDN,ZBTB16,RICTOR,IFIT2,ST14,LASP1,IL6,DOCK1,SLC12A2,NDUFAF4,EPSTI1,AREG,HTRA3,FN1,STAT1,TNF,MGAT5,BCAR3,SH3BGRL,MMP15,FOXO1,FSCN1,CAPN2,CCNB1IP1,TNS1,PLAUR,ITGAX,CXCL2,UBE2L6,PRKCA,NAMPT,PTGS2,CSF1,ACAT1,MAPK1,LGALS3,F3,HSP90AB1,ADRA2A,HIPK2,AXL,CDK1,CTNND2,NFE2L2	Functional	R62_12wk
Polarization of blood cells	5.10127481841051	2.003	GSK3B,SLAMF1,IL1B,CXCL10,IL6,CXCR4,CD36,IL1RN,FN1,NAMPT,TNF,CSF1,FLT1,BCAR3,IL12B,ZBP1,APOE,CYBB,TBX21	Functional	R62_12wk
Production of antibody	5.10127481841051	0.409	Ccl2,IRF1,SEMA4D,Cxcl9,RSAD2,NFATC2,CD72,TLR1,IL2RB,CD22,IL6,CD274,ARNTL,IRF7,TNF,CRLF2,CTSE,CD86,TLR7,CXCL10,MAP3K14,PRF1,MSR1,SEMA4B,SIGLEC1,CD36,Retnla,PTGS2,TNFSF10,LGALS3,APOE,CH25H,Ly6a (includes others),AXL,BANK1,TBX21	Functional	R62_12wk
Giant cell tumor of bone	5.08618614761628	0	PLAU,VEGFA,PLAUR,H3F3A/H3F3B,SERPINE1,IL6	Functional	R62_12wk
Natural killer cell neoplasm	5.08301995267962	0	OSM,TLR7,VEGFA,CXCL10,HSP90B1,STAT2,PRF1,NAV2,IL2RB,PREP,ITGA9,mir-142,CCND3,NCAM1,FN1,STAT1,HSP90AB1,STAT5B,HGF,CD86	Functional	R62_12wk
Resorption of bone	5.07675598136972	0.753	GSK3B,OSM,IL1B,VEGFA,CEACAM1,PTGER4,IL6,RAC2,IGF1,UBASH3B,SPON1,CXCR4,ARNTL,IL1RN,PRKCA,STAT1,HIVEP2,TNF,PTGS2,CSF1,GPR65,SPP1,TFRC,TMEM64	Functional	R62_12wk
Invasion of phagocytes	5.07262963696098	1.948	IL1B,TNF,CXCL10,CSF1,ITGAX,HGF,NFE2L2	Functional	R62_12wk
Binding of muscle cells	5.06803388527183	1.781	FN1,PLAU,IL1B,STAT1,TNF,PLAUR,CXCL16,SERPINE1,HDAC4,SPP1	Functional	R62_12wk
Formation of blood vessel	5.05601112492623	2.717	SEMA4D,GSK3B,PLAU,IL1B,VEGFA,SERPINF1,PLAUR,ANG,IL6,AP3S2,OLR1,CXCR4,SUFU,FN1,KLF7,FLT1,TNFSF10,F3,APOE,SERPINE1,IFI16,STX7,HGF	Functional	R62_12wk
Binding of vascular endothelial cells	5.05551732784983	2.215	IL1B,VEGFA,RICTOR,ANXA5,PLAUR,CD274,CXCR4,CD36,F2R,FN1,EGR3,STAT1,TNF,FLT1,F3,LGALS3,SPP1,HGF,AXL	Functional	R62_12wk
Non-Hodgkin cutaneous lymphoma	5.05551732784983	0	RSAD2,TLR7,OASL,HLA-DQA1,CXCL10,HSP90B1,PRF1,OAS2,IL2RB,IL16,IL6,IRF7,STAT1,TNF,IFI44,IFI35,HSP90AB1,STAT5B,ISG20	Functional	R62_12wk
Differentiation of PBMCs	5.05502409158795	2.214	IL23A,TNF,STAT1,HIVEP2,VEGFA,YY1,CSF1,IL6	Functional	R62_12wk
Growth of bone tissue	5.04817696468409	0.532	EIF2AK2,GSK3B,OSM,IL1B,IGF1,AREG,PTN,FN1,PRKCA,TNF,CSF1,Clec2d (includes others),FGF13,CXCL3,HGF,FOXO1	Functional	R62_12wk
Quantity of apoptotic cells	5.04817696468409	0.401	IL1B,VEGFA,IGF1,OLR1,CD36,PRKCA,TNF,FLT1,TNFSF10,LGALS3,APOE,CALB1,SERPINE1,HGF,XKR8,NFE2L2	Functional	R62_12wk
Maturation of dendritic cells	5.03479829897409	1.477	IRF1,HSPA1A/HSPA1B,TLR7,IL1B,VEGFA,HSP90B1,DDX58,IL6,IL23A,CD36,STAT1,TNF,IFIH1,TNFSF10,IL12B,CD86,CLEC7A	Functional	R62_12wk
Aggregation of cells	5.00921730819686	0.604	GAS6,GSK3B,LOX,ATP2A3,SERPINF1,CEACAM1,PRKAB1,IL6,CLEC1B,F2R,DMTN,FN1,TNF,SCUBE1,RAP2B,TBXAS1,TLR7,CXCL10,PTGER4,IGF1,OLR1,UBASH3B,LYZ,CD36,NCAM1,GPX3,PRKCA,RIPK3,THBS2,PTGS2,SDK1,MAPK1,F3,Ly6a (includes others),ADRA2A,AXL,HGF,PTGER3	Functional	R62_12wk
Outgrowth of cells	5.00261361560269	-0.201	ARHGAP33,GSK3B,SH2D3C,SEMA4D,EXOC4,NFATC2,EXT1,SLC39A12,RAB22A,IL6,CD274,DOCK1,SLC12A2,CSNK1D,IL23A,PTN,F2R,FKBP5,FN1,HAP1,TNF,FLT1,THAP1,EPHB3,VEGFA,CAMK4,Wasl,SOCS2,CXCL2,NFIA,ITGA9,IGF1,CAMK2A,NCAM1,KLF7,EGR3,CNPY2,CSF1,MAPK1,SCN4B,APOE,SERPINE1,CALB1,RIMS3,CXCL14,HGF,CDK1,GAL	Functional	R62_12wk
Degradation of DNA	5	1.591	GSK3B,IRF1,EIF2AK2,PML,DNASE1L3,Gzmb,IL6,PTN,STAT1,TNF,ISG20,CAPN2,KPNA1,IL1B,PRF1,MSR1,IGF1,KPNB1,Oas1b,HSPB1,PTGS2,CSF1,TNFSF10,APOE,H1F0	Functional	R62_12wk
Quantity of myeloid cells	4.99567862621736	1.527	Ccl2,PML,PLAU,NR3C2,CD22,IL23A,CXCR4,ST6GAL1,IL12B,SPP1,BAG3,TET1,TLR7,IL1B,LIPC,CXCL10,VEGFA,PRF1,DDX58,TCIM,RORA,IGF1,mir-142,CD36,THBS2,TNFSF10,JAM3,SERPINE1,STAT5B,CXCL14,CYBB,CLEC7A,SIGLEC8,ZBTB16,IL2RB,IL6,RAC2,PTN,ARNTL,TNF,CTSE,TAL1,PREP,CXCL2,PTGS2,CSF1,ACAT1,LGALS3,F3,APOE,Ly6a (includes others),TBX21,XKR8,NFE2L2	Functional	R62_12wk
Quantity of IFNG in blood	4.98296666070122	0.355	Ccl2,IRF1,DHX58,Irgm1,STAT1,TNF,PRF1,CXCL16,IL12B,APOE,LGALS3BP	Functional	R62_12wk
Endocytosis	4.97881070093006	1.116	GAS6,EIF2AK2,SCAMP1,ADD1,PLAU,NCF1,CD22,IFITM3,ST6GAL1,TFRC,ABCA7,CLCN3,SCAMP5,IL1B,CXCL10,RINL,HSP90B1,PRF1,PTGER4,Wasl,SORT1,RORA,mir-142,CD36,TNFSF10,HSPH1,SERPINE1,CYBB,HGF,SIGLEC8,EPN2,SNAP25,RAB22A,IL6,RAC2,CAPG,TNF,PDZD8,HFE,ITSN1,PLAUR,ANXA5,MSR1,JMJD6,SIGLEC1,CLIP3,MYO5A,PRKCA,CSF1,MAPK1,LGALS3,CH25H,APOE,AXL	Functional	R62_12wk
Synthesis of nitric oxide	4.97061622231479	1.854	GSK3B,IRF1,Hspa1b,PLAU,NCF1,ST14,IL6,GLA,IL23A,FN1,IL1RN,STAT1,TNF,FLT1,IL12B,SPP1,SLC7A1,DNAJB1,IL1B,VEGFA,HSP90B1,HLA-G,RORA,IGF1,CD36,RAB7B,PTGS2,CSF1,TNFSF10,MAPK1,APOE,CALB1,CYBB	Functional	R62_12wk
Interaction of carbohydrate	4.96657624451305	1.367	GAS6,OSM,MTMR9,CXCL10,VEGFA,ANXA5,IGF1,Irgm1,FN1,TNF,PPP1R1A,TNFSF10,APOE,SPP1,NFE2L2	Functional	R62_12wk
Dysmyelination	4.96257350205938	2.903	GAS6,Ccl2,STN1,IL1B,CXCL10,PRF1,IL6,CD274,LPIN1,TFAM,TNF,PTGS2,CSF1,MGAT5,EIF2B1,IL12B,NAT8L,APOE,SLC25A12,SPP1,DAG1,CD86	Functional	R62_12wk
Tubulation of cells	4.96257350205938	1.591	GAS6,PML,ALCAM,PLAU,CXCL10,VEGFA,SERPINF1,ECSCR,PLAUR,IL6,USP18,IGF1,OLR1,PTN,CXCR4,PRKCA,TNF,FLT1,ST6GAL1,HGF,AXL,FOXO1	Functional	R62_12wk
Activation of liver cells	4.96257350205938	1.65	LOX,FN1,PLAU,IL1B,STAT1,TNF,CSF1,GAS5,LGALS3,IL6,HGF,IGF1	Functional	R62_12wk
Inhibition of leukocytes	4.95860731484177	1.61	KLRB1,HLA-G,PTGER4,IL6,CD274,AREG,Klra7 (includes others),FKBP5,HLA-A,TNF,PTGS2,TNFSF10,TBX21,CD86	Functional	R62_12wk
Recruitment of blood cells	4.95860731484177	3.346	Ccl2,Cxcl9,OSM,HSPA1A/HSPA1B,Ccl6,ST14,IL16,IL6,CD274,PTN,IL23A,CXCR4,FN1,IL1RN,IRF7,TNF,FLT1,MGAT5,CXCL16,SPP1,TLR7,IL1B,VEGFA,CXCL10,DDX58,CXCL2,OLR1,LYZ,CD36,Retnla,THBS2,CSF1,F3,LGALS3,CXCL3,APOE,SERPINE1,CLEC7A,NFE2L2	Functional	R62_12wk
Thrombus	4.95860731484177	0.453	GSK3B,GAS6,ATP2A3,PLAU,CEACAM1,NR3C2,IL6,CLEC1B,F2R,ARNTL,C2,TNF,LGALS3BP,IL1B,VEGFA,ANXA5,PTGER4,CD36,GPX3,PTGS2,LPL,F3,LGALS3,APOE,SERPINE1,QPRT,AXL,PTGER3	Functional	R62_12wk
Differentiation of T lymphocytes	4.94692155651658	3.092	IRF1,NRARP,RSAD2,NFATC2,HLA-DQA1,ZBTB16,RICTOR,IL2RB,IL6,USP18,Tnfsf9,CD274,IL23A,CXCR4,STAT1,HIVEP2,TNF,IL12B,TAL1,FOXO1,CD86,TLR7,IL1B,DNAJB1,HSP90B1,STAT2,MAP3K14,DDX58,HLA-G,PTGER4,SOCS2,JMJD6,IGF1,RORA,PRKCA,EGR3,RIPK3,PTGS2,DNMT3A,MAPK1,STAT5B,AXL,TBX21	Functional	R62_12wk
Binding of smooth muscle cells	4.9100948885606	1.558	FN1,PLAU,IL1B,STAT1,TNF,PLAUR,CXCL16,HDAC4,SPP1	Functional	R62_12wk
Enteritis	4.90657831483777	-1.023	ARHGAP33,Ccl2,HLA-DQA1,TLR1,EGLN3,NCF1,IL22RA2,CEACAM1,ST14,IL6,CD274,ZC3HAV1L,IL23A,AREG,CEP41,FN1,IL1RN,STAT1,TNF,MGAT5,IL12B,CRLF2,SPP1,CD86,HPGD,IL1B,CXCL10,VEGFA,HSP90B1,BSN,DDX58,CXCL2,KLF3,Retnla,PTGS2,LGALS3,CXCL3,SERPINE1,STAT5B,AXL,HGF,TBX21,NFE2L2	Functional	R62_12wk
Infection of spleen	4.90308998699194	-0.524	TLR7,STAT1,TNF,CEACAM1,PRF1,IL6,CD274	Functional	R62_12wk
Invasion of myeloid cells	4.90308998699194	1.948	IL1B,TNF,CXCL10,CSF1,ITGAX,HGF,NFE2L2	Functional	R62_12wk
Response of fibroblasts	4.90308998699194	2.4	PML,CD36,IL1B,STAT1,TNF,DDX58,IL6	Functional	R62_12wk
Polarization of cells	4.89619627904404	2.798	GSK3B,SLAMF1,RICTOR,IL6,DOCK1,CXCR4,IL1RN,FN1,TNF,FLT1,BCAR3,IL12B,IL1B,VEGFA,CXCL10,TNS1,DAAM1,CD36,NAMPT,CSF1,ZBP1,SSPN,APOE,CYBB,TBX21	Functional	R62_12wk
Ulcerative colitis	4.89619627904404	0	ARHGAP33,HLA-DQA1,TLR1,ST14,IL6,ZC3HAV1L,IL23A,CEP41,FN1,TNF,IL12B,SPP1,CD86,IL1B,HPGD,VEGFA,CXCL10,HSP90B1,BSN,CXCL2,KLF3,PTGS2,SERPINE1,CXCL3,AXL	Functional	R62_12wk
Cellular infiltration by phagocytes	4.88605664769316	0.938	Ccl2,GAS6,LOX,PLAU,EGLN3,NCF1,NR3C2,ST14,IL16,IL6,RAC2,IL1RN,C2,STAT1,TNF,FLT1,SPP1,CD86,TLR7,IL1B,CXCL10,CXCL2,HSPB1,CD36,PRKCA,PTGS2,CSF1,LGALS3,CXCL3,JAM3,APOE,CYBB,HGF,PTGER3,NFE2L2	Functional	R62_12wk
Activation of muscle cells	4.87614835903291	1.743	Ccl2,Retnla,IL1B,TNF,ANG,LGALS3,APOE,HGF,IGF1,MTTP	Functional	R62_12wk
Quantity of cells	4.86966623150499	0.318	IRF1,DNA2,PML,ADD1,CD72,NR3C2,CD22,Trim30a/Trim30d,CD274,F2R,CXCR4,ST6GAL1,SPP1,CLCN3,CHST2,ALCAM,APOD,HSP90B1,ANG,HLA-G,DDX58,GAS5,Wasl,NFIA,IGF1,GAS2L3,YY1,DNMT3A,TNFSF10,STAT5B,Ifi202b,PENK,NLRC5,ZBTB16,RICTOR,ST14,IL6,SLC12A2,DMTN,FN1,HAP1,BCAR3,FOXO1,HFE,MAP3K14,PLAUR,ABCG1,CAMK4,STAR,SIGLEC1,CAMK2A,KLF3,UBASH3B,MYO5A,NCAM1,HLA-A,KLF7,RIPK3,PTGS2,CSF1,ACAT1,APOE,HIPK2,AXL,BANK1,TBX21,MTTP,Ccl2,SH2D3C,EIF2AK2,ITPR2,ST8SIA1,NFATC2,PLAU,HLA-DQA1,SERPINF1,SAC3D1,DKK2,CLSTN1,IL23A,IL1RN,HIVEP2,FLT1,FGF13,NAT8L,IL12B,CXCL16,CRLF2,TMPO,CD86,TFRC,BAG3,JAM2,TET1,TLR7,SLC7A1,IL1B,EPHB3,LIPC,CXCL10,VEGFA,PRF1,TCIM,RORA,KIF13A,KHDRBS1,HSPB1,mir-142,CD36,THBS2,JAM3,SERPINE1,CXCL14,CYBB,HGF,CLEC7A,GSK3B,SEMA4D,SIGLEC8,OSM,Gzmb,CAMK2D,IL2RB,RAC2,CCND3,PTN,Klra7 (includes others),ARNTL,CRTAM,TSC22D3,STAT1,TNF,Clec2d (includes others),TP53BP1,CTSE,TAL1,SDC3,CUX2,BSN,GPNMB,PREP,MSR1,CXCL2,SUFU,Bst2,Irgm1,EGR3,MAPK1,ARSG,LGALS3,F3,Ly6a (includes others),GAL,XKR8,NFE2L2	Functional	R62_12wk
Remodeling of bone	4.86966623150499	0.753	GSK3B,OSM,CEACAM1,IL6,RAC2,SPON1,CXCR4,ARNTL,IL1RN,STAT1,HIVEP2,TNF,GPR65,SPP1,TFRC,TMEM64,IL1B,VEGFA,CAMK4,PTGER4,IGF1,UBASH3B,KHDRBS1,PRKCA,PTGS2,CSF1	Functional	R62_12wk
Engulfment of leukocytes	4.86327943284359	0.719	PLAU,DOCK1,CAPG,TNF,IL12B,ABCA7,CLCN3,IL1B,CXCL10,PLAUR,ANXA5,MSR1,Wasl,SIGLEC1,RORA,mir-142,CD36,PRKCA,LGALS3,APOE,SERPINE1,CH25H,HGF,AXL,XKR8	Functional	R62_12wk
Binding of bone marrow-derived macrophages	4.86012091359876	1.633	Irgm1,PLAU,TNF,MSR1,CXCL3,SERPINE1	Functional	R62_12wk
Neuronal cell death	4.85698519974591	2.578	Ccl2,GAS6,IRF9,ITPR2,ST8SIA1,NFATC2,PLAU,SERPINF1,EGLN3,NCF1,F2R,IL1RN,FLT1,KDM2A,TLR7,IL1B,VEGFA,SORT1,IGF1,KCNK9,HSPB1,ADARB1,TNFSF10,CXCL3,HSPH1,SERPINE1,CALB1,CYBB,HGF,GSK3B,RNF19A,OSM,PENK,SNAP25,IL6,AREG,PTN,FN1,STAT1,HAP1,TNF,NCS1,HDAC4,FOXO1,ITSN1,VAPB,MAP3K14,CAMK4,STAR,CAMK2A,LYNX1,Retnla,HLA-A,KLF7,PRKCA,PTGS2,CSF1,MAPK1,LGALS3,HPCA,APOE,SLC25A12,HSP90AB1,HIPK2,AXL,CDK1,GAL,NFE2L2	Functional	R62_12wk
Apoptosis	4.85078088734462	1.395	GAS6,IRF1,TACC1,HSPA1A/HSPA1B,PML,Hspa1b,ADIPOR1,NR3C2,CD22,GNAL,ENC1,RASSF3,Ifi27l2a/Ifi27l2b,CXCR4,RNASEL,SPP1,KPNA1,DHX58,HSP90B1,HLA-G,PTGER4,YY1,DNMT3A,DECR1,IFI16,H1F0,Ifi202b,SLAMF1,RICTOR,Hist1h1e,NSD1,TAF9B,IL6,FKBP5,HAP1,TPD52,OGFOD1,ITSN1,TRIM35,STAR,CAMK2A,Ms4a4b (includes others),NCAM1,IPPK,RIPK3,PTGS2,CSF1,HSP90AB1,HIPK2,AURKB,MTTP,Ccl2,ITPR2,BCL2L13,PLAU,IL1RN,PPP1R1B,KDM2A,VEGFA,CXCL10,JMY,PRF1,FGL2,TCIM,OLR1,MANF,HSPB1,mir-142,CD36,ADARB1,HGF,CYBB,SEMA4D,SIGLEC8,Gzmb,NDUFAF4,CCND3,Klra7 (includes others),PTN,SHISA5,STAT1,LGALS3BP,TAL1,TRIM25,ANXA5,MSR1,TRIM27,CLIP3,Irgm1,NAMPT,F3,DAG1,TAOK1,LOX,DCAF1,TLR1,SP110,DNASE1L3,CEACAM1,NCF1,USP11,CD274,F2R,ST6GAL1,C19orf12,ALCAM,ANG,DDX58,GAS5,SORT1,SOCS2,IGF1,RAI14,GCM2,LALBA,ADAR,TNFSF10,STAT5B,MTMR9,ZBTB16,IFIT2,ST14,AREG,HIST1H1C,TFAM,FN1,IRF7,PARP14,ATMIN,FOXO1,THAP1,HFE,FEM1B,MAP3K14,PLAUR,ABCG1,CAMK4,KPNB1,ARIH2,KLF7,PRKCA,IRF2BP2,NCEH1,MRPS30,HPCA,CCDC47,APOE,SYVN1,TNFAIP2,AXL,CDK1,EIF2AK2,Ccl6,ST8SIA1,NFATC2,SERPINF1,EGLN3,ECSCR,USP18,AAMDC,XAF1,FLT1,IL12B,TFRC,BAG3,TLR7,IL1B,DNAJB1,STAT2,EXOG,KHDRBS1,Oas1b,IGF2BP2,LATS2,THBS2,RYBP,IFIH1,DDN,HSPH1,SERPINE1,CALB1,GSK3B,GIMAP4,OSM,THAP12,CAMK2D,IL2RB,PRKAB1,RAC2,TSC22D3,TNF,GPR65,TP53BP1,HDAC4,CTSE,CAPN2,HPGD,CXCL2,DSTYK,XPR1,LYNX1,EGR3,MAPK1,LGALS3,GAL,XKR8,NFE2L2	Functional	R62_12wk
Proliferation of muscle cells	4.85078088734462	1.706	GSK3B,IRF1,OSM,ST8SIA1,PLAU,NFATC2,NCF1,IL6,FN1,IL1RN,STAT1,TNF,IL12B,CXCL16,HDAC4,SPP1,FOXO1,CAPN2,IL1B,APOD,CXCL10,VEGFA,PLAUR,ANG,IGF1,CAMK2A,FZD4,GAS2L3,PRKCA,NAMPT,RIPK3,PTGS2,TNFSF10,MAPK1,F3,APOE,SERPINE1,STAT5B,IFI16,HGF,NFE2L2	Functional	R62_12wk
Recruitment of leukocytes	4.84466396253494	3.029	Ccl2,Cxcl9,OSM,HSPA1A/HSPA1B,Ccl6,ST14,IL16,IL6,CD274,PTN,IL23A,CXCR4,FN1,IL1RN,IRF7,TNF,FLT1,MGAT5,CXCL16,SPP1,TLR7,IL1B,CXCL10,DDX58,CXCL2,OLR1,LYZ,CD36,Retnla,THBS2,CSF1,F3,LGALS3,CXCL3,APOE,SERPINE1,CLEC7A,NFE2L2	Functional	R62_12wk
Activation of bone cells	4.83863199776502	1.581	NFATC2,IL1B,MAP3K14,GPNMB,IL6,IGF1,CXCR4,TFAM,IL1RN,TNF,PTGS2,CSF1,SPP1,FOXO1	Functional	R62_12wk
Activation of myeloid cells	4.82681373158773	2.357	Ccl2,SIGLEC8,SERPINF1,IL16,USP18,IL6,IL23A,FN1,IL1RN,STAT1,TNF,CRLF2,LGALS3BP,Milr1,SPP1,CD86,TLR7,IL1B,CXCL10,PRF1,MSR1,SBNO2,JMJD6,RORA,IGF1,CD36,Retnla,HLA-A,PTGS2,CSF1,TNFSF10,LGALS3,CXCL3,APOE,CYBB,PTGER3	Functional	R62_12wk
Quantity of immunoglobulin	4.82102305270683	0.417	IRF1,Ccl2,SEMA4D,Cxcl9,RSAD2,NFATC2,CD72,TLR1,IL2RB,CD22,IL6,CD274,ARNTL,TNF,CRLF2,CTSE,CD86,CXCL10,PRF1,MAP3K14,MSR1,SEMA4B,SIGLEC1,CD36,Retnla,PTGS2,TNFSF10,LGALS3,APOE,CH25H,Ly6a (includes others),AXL,TBX21,BANK1	Functional	R62_12wk
Experimentally-induced arthritis	4.81247927916354	1.493	Cxcl9,PLAU,IL1B,IL2RB,PTGER4,MSR1,IL6,CXCL2,IL23A,IL1RN,FN1,STAT1,NAMPT,TNF,PTGS2,FLT1,IL12B,JAM3,SYVN1,SPP1,CXCL14,TBX21	Functional	R62_12wk
Growth of malignant tumor	4.80966830182971	0.905	Ccl2,GAS6,GSK3B,SEMA4D,LOX,Ifi202b,OSM,BCL2L13,NFATC2,CEACAM1,IL6,RAC2,CD274,CCND3,PTN,AREG,CXCR4,F2R,IL1RN,TPD52,STAT1,TNF,IL12B,TAL1,SPP1,HPGD,IL1B,VEGFA,TRIM25,PLAUR,PREP,PTGER4,IGF1,mir-142,PRKCA,EGR3,PTGS2,YY1,CSF1,TNFSF10,MAPK1,LGALS3,CXCL3,STAT5B,Ly6a (includes others),HGF,CTNND2	Functional	R62_12wk
Locomotion	4.80687540164554	-0.928	HSPA1A/HSPA1B,Hspa1b,NFATC2,PENK,SNAP25,RICTOR,NCF1,IL2RB,IL6,GNAL,ARNTL,HAP1,PPP1R1B,TAL1,SPP1,ADCY8,SDC3,FOXO1,TFRC,CLCN3,IL1B,ATP1A3,NAV2,UBA6,CAMK4,ATP2A2,IGF1,CAMK2A,FZD4,DDHD2,NCAM1,MYO5A,EGR3,NAMPT,ADARB1,MAPK1,APOE,CALB1,HIPK2,STAT5B,PTGER3	Functional	R62_12wk
Cellular infiltration by cytotoxic T cells	4.80134291304558	1.414	Ccl2,CXCL10,PTGS2,PRF1,Ly6a (includes others)	Functional	R62_12wk
Cell-cell contact	4.79860287567955	0.14	GAS6,SERPINF1,CLSTN1,CEACAM1,CD22,CD274,STAU2,CXCR4,F2R,RGS2,CXCL16,VMP1,CD86,JAM2,ALCAM,IL1B,EPHB3,VEGFA,PDLIM5,Wasl,SBNO2,NFIA,IGF1,OLR1,CD36,THBS2,JAM3,STAT5B,IFI16,HGF,PTGER3,GSK3B,SEMA4D,AFDN,RICTOR,CAMK2D,IL6,DLG5,DOCK1,SLC12A2,FN1,STAT1,TNF,MGAT5,HDAC4,CUX2,FOXO1,FSCN1,CAPN2,MAP3K14,BSN,ANXA5,SIGLEC1,CAMK2A,CLIP3,NCAM1,PRKCA,CSF1,MAPK1,LGALS3,APOE,TNFAIP2,HIPK2,DAG1	Functional	R62_12wk
Migration of bone marrow-derived macrophages	4.79048498545737	1.467	FN1,PLAU,TNF,CSF1,SERPINE1,CXCL3,RAC2,HGF	Functional	R62_12wk
Systemic inflammatory response syndrome	4.79048498545737	0	GAS6,CD36,IL1B,TNF,RIPK3,F3,IL6,AXL	Functional	R62_12wk
Quantity of connective tissue	4.78781239559604	0.851	Ccl2,DNA2,EIF2AK2,ADD1,PLAU,NFATC2,SAC3D1,DKK2,CEACAM1,IL23A,F2R,FMO5,IL1RN,TMPO,SPP1,TFRC,ABCA7,BAG3,JAM2,SLC7A1,LIPC,VEGFA,PRF1,Wasl,TCIM,IGF1,CD36,LPL,TNFSF10,SERPINE1,STAT5B,CXCL14,HGF,IL2RB,IL6,RAC2,SLC12A2,CCND3,DMTN,ARNTL,FN1,TSC22D3,STAT1,TNF,Clec2d (includes others),SDC3,HFE,GPNMB,CAMK4,MSR1,STAR,PLIN2,KLF3,SUFU,CSF1,LGALS3,APOE,Ly6a (includes others),HIPK2,ADRA2A,MTTP,NFE2L2	Functional	R62_12wk
Stimulation of cells	4.78781239559604	3.69	OSM,SLAMF1,PLAU,TLR1,IL2RB,IL6,CD274,SLC12A2,CCND3,PTN,IL23A,FN1,IL1RN,TNF,IL12B,KCNIP2,PPP1R1B,SPP1,CD86,IL1B,VEGFA,CXCL10,HSP90B1,HLA-G,Nrgn,IGF1,NCAM1,PTGS2,CSF1,TNFSF10,MAPK1,LGALS3,CXCL3,HGF,GAL	Functional	R62_12wk
Erosion of ankle joint	4.7851561519523	0	IL1RN,IL1B,TNF,IL12B	Functional	R62_12wk
Sensitization of antigen presenting cells	4.7851561519523	2	IL1B,TNF,STAT1,IL6	Functional	R62_12wk
Sensitization of phagocytes	4.7851561519523	2	IL1B,TNF,STAT1,IL6	Functional	R62_12wk
Nasal type extranodal NK-/T-cell lymphoma	4.77728352885242	0	TLR7,VEGFA,CXCL10,HSP90B1,STAT2,PRF1,ITGA9,mir-142,CCND3,NCAM1,FN1,STAT1,HSP90AB1,CD86	Functional	R62_12wk
Infarction	4.7619538968712	0.133	Ccl2,GSK3B,IRF1,OSM,Hspa1b,NR3C2,IL6,CXCR4,F2R,FN1,IL1RN,TNF,PPP1R1A,FLT1,IL1B,APOD,VEGFA,ATP1A3,PRF1,ANXA5,PTGER4,IGF1,CAMK2A,OLR1,HSPB1,CD36,GPX3,HLA-A,NAMPT,PTGS2,CSF1,DNMT3A,MAPK1,F3,HSPH1,APOE,SERPINE1,ADRA2A,CYBB,HGF,PTGER3	Functional	R62_12wk
Necrosis of brain	4.7594507517174	1.152	GSK3B,GAS6,OSM,ST8SIA1,SERPINF1,NCF1,IL1RN,NCS1,HAP1,TNF,FLT1,HDAC4,FOXO1,TLR7,IL1B,ITSN1,VEGFA,VAPB,MAP3K14,PRF1,IGF1,CAMK2A,KCNK9,HSPB1,PTGS2,TNFSF10,CXCL3,APOE,SERPINE1,SLC25A12,CDK1,GAL,NFE2L2	Functional	R62_12wk
Maturation of myeloid cells	4.74472749489669	1.134	CCND3,IL23A,PML,TLR7,IL1B,STAT1,TNF,ZBTB16,CSF1,TNFSF10,TAL1,CDK1	Functional	R62_12wk
Chemotaxis of endothelial cells	4.73992861201492	0.383	GAS6,SEMA4D,CXCR4,CD36,VEGFA,THBS2,PTGS2,CEACAM1,LGALS3,HGF,CXCL14	Functional	R62_12wk
T-cell non-Hodgkin lymphoma	4.72124639904717	0.254	GAS6,RSAD2,OSM,BCL2L13,SP110,SERPINF1,IFI44L,IL2RB,IFIT2,IL16,IL6,CCND3,ZBTB10,IRF7,FN1,STAT1,FGF11,TP53BP1,HDAC4,CD86,ISG20,TLR7,TNS1,OASL,CXCL10,VEGFA,TRIM25,HSP90B1,STAT2,MAP3K14,PRF1,OAS2,ITGAX,ITGA9,mir-142,NCAM1,IFI44,IFI35,ADAR,DNMT3A,HSP90AB1,STAT5B,CXCL14,HGF,TBX21	Functional	R62_12wk
